phone number,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction
393-9548,1,1,4,0,0,0,0,0,1,0,0,0,0
362-2356,0,0,0,0,0,0,0,0,0,0,0,0,0
365-2341,2,1,27,0,1,0,0,0,0,0,0,0,0
388-8797,1,1,2,0,0,0,0,1,0,0,0,0,0
400-4713,3,2,53,0,0,1,0,0,0,1,0,0,0
420-3042,0,0,0,0,0,0,0,0,0,0,0,0,0
396-4171,3,3,73,0,0,1,2,0,0,0,0,0,0
389-8417,4,1,30,0,0,1,0,0,0,0,0,0,0
339-4068,0,0,0,0,0,0,0,0,0,0,0,0,0
341-4873,4,1,40,0,0,0,0,0,0,0,0,1,0
336-2322,3,2,53,0,0,1,0,0,1,0,0,0,0
402-1607,2,1,19,0,0,0,0,0,0,1,0,0,0
379-3037,3,2,39,0,0,0,0,0,0,2,0,0,0
382-1399,5,4,95,0,1,1,0,0,0,0,1,0,1
394-5489,2,1,18,0,0,1,0,0,0,0,0,0,0
387-6065,2,1,24,0,0,1,0,0,0,0,0,0,0
327-6087,3,0,0,0,0,0,0,0,0,0,0,0,0
341-8667,1,1,24,0,0,0,0,0,0,0,0,0,1
338-9612,1,1,13,0,0,0,0,0,0,1,0,0,0
364-1134,3,0,0,0,0,0,0,0,0,0,0,0,0
413-4811,2,1,6,0,0,1,0,0,0,0,0,0,0
354-4333,2,1,23,0,0,0,0,0,0,0,0,1,0
382-2026,5,2,43,0,0,1,0,0,0,0,1,0,0
368-3287,1,1,16,0,0,0,0,0,0,0,1,0,0
367-8298,2,1,30,0,0,1,0,0,0,0,0,0,0
391-1783,3,1,32,0,1,0,0,0,0,0,0,0,0
393-8762,5,4,91,0,1,0,0,1,1,1,0,0,0
385-1423,3,3,65,0,0,0,1,0,0,0,0,0,2
406-7670,1,1,16,0,0,0,0,1,0,0,0,0,0
339-5423,4,2,59,0,0,0,0,0,1,0,0,1,0
366-8939,0,0,0,0,0,0,0,0,0,0,0,0,0
353-2391,1,1,1,0,0,0,0,0,1,0,0,0,0
372-4203,2,2,35,0,0,0,1,0,0,0,0,1,0
385-5688,0,0,0,0,0,0,0,0,0,0,0,0,0
397-7453,1,1,23,0,0,0,0,0,1,0,0,0,0
366-9015,2,2,46,0,0,0,0,0,0,1,1,0,0
356-1654,2,0,0,0,0,0,0,0,0,0,0,0,0
337-3932,2,1,8,0,0,0,0,0,0,0,0,0,1
350-1126,3,3,53,1,1,0,0,0,0,1,0,0,0
416-3649,4,2,49,0,0,1,0,1,0,0,0,0,0
349-1726,3,3,53,0,1,0,0,0,0,2,0,0,0
405-1589,1,1,7,0,0,0,0,0,0,0,0,1,0
366-7560,0,0,0,0,0,0,0,0,0,0,0,0,0
333-9643,2,1,12,0,0,0,0,0,0,1,0,0,0
355-6422,0,0,0,0,0,0,0,0,0,0,0,0,0
329-5400,2,0,0,0,0,0,0,0,0,0,0,0,0
383-6356,1,1,6,0,0,0,0,1,0,0,0,0,0
377-7276,1,1,11,0,0,0,0,0,0,0,0,1,0
337-1586,2,1,15,0,0,0,1,0,0,0,0,0,0
336-9273,1,1,20,1,0,0,0,0,0,0,0,0,0
415-5476,1,1,17,0,0,0,1,0,0,0,0,0,0
332-2650,4,3,71,0,0,0,0,0,1,0,1,0,1
418-8257,0,0,0,0,0,0,0,0,0,0,0,0,0
407-3121,1,1,15,0,0,0,0,1,0,0,0,0,0
381-2413,3,1,18,0,0,0,0,1,0,0,0,0,0
378-1144,3,1,29,1,0,0,0,0,0,0,0,0,0
359-5091,2,2,14,0,1,0,1,0,0,0,0,0,0
378-6986,0,0,0,0,0,0,0,0,0,0,0,0,0
386-6580,0,0,0,0,0,0,0,0,0,0,0,0,0
419-9713,1,1,5,1,0,0,0,0,0,0,0,0,0
382-6153,0,0,0,0,0,0,0,0,0,0,0,0,0
332-1690,1,1,4,0,0,0,0,1,0,0,0,0,0
348-9383,1,1,12,1,0,0,0,0,0,0,0,0,0
420-3857,5,3,72,1,0,1,1,0,0,0,0,0,0
405-2653,3,1,13,0,0,0,0,1,0,0,0,0,0
417-9278,2,1,21,0,0,0,0,0,0,0,0,0,1
352-5663,0,0,0,0,0,0,0,0,0,0,0,0,0
370-8786,0,0,0,0,0,0,0,0,0,0,0,0,0
415-6333,3,3,26,1,1,0,1,0,0,0,0,0,0
391-6558,1,1,12,1,0,0,0,0,0,0,0,0,0
396-4234,1,1,10,0,1,0,0,0,0,0,0,0,0
345-6961,0,0,0,0,0,0,0,0,0,0,0,0,0
346-5992,6,3,49,0,1,0,0,0,0,1,0,1,0
402-3908,0,0,0,0,0,0,0,0,0,0,0,0,0
350-2340,2,0,0,0,0,0,0,0,0,0,0,0,0
410-2015,1,1,21,0,0,0,1,0,0,0,0,0,0
380-3311,0,0,0,0,0,0,0,0,0,0,0,0,0
399-7029,2,1,12,0,1,0,0,0,0,0,0,0,0
337-3868,1,1,22,0,0,0,0,0,0,1,0,0,0
354-8088,0,0,0,0,0,0,0,0,0,0,0,0,0
416-9723,2,1,7,0,0,1,0,0,0,0,0,0,0
337-4403,1,1,17,0,0,1,0,0,0,0,0,0,0
416-1536,1,1,18,1,0,0,0,0,0,0,0,0,0
386-3796,1,1,2,0,1,0,0,0,0,0,0,0,0
340-4989,3,3,63,0,3,0,0,0,0,0,0,0,0
340-6221,1,1,7,0,0,1,0,0,0,0,0,0,0
363-3469,1,1,3,0,1,0,0,0,0,0,0,0,0
345-3787,1,1,10,0,0,0,0,0,1,0,0,0,0
362-3107,1,1,3,0,0,0,1,0,0,0,0,0,0
345-1994,0,0,0,0,0,0,0,0,0,0,0,0,0
377-5417,2,1,22,0,0,0,0,0,1,0,0,0,0
369-8574,3,2,51,0,0,0,0,0,0,1,0,1,0
344-6847,1,1,4,0,1,0,0,0,0,0,0,0,0
391-7528,2,0,0,0,0,0,0,0,0,0,0,0,0
393-6053,0,0,0,0,0,0,0,0,0,0,0,0,0
392-6286,1,1,4,0,0,1,0,0,0,0,0,0,0
365-9079,3,0,0,0,0,0,0,0,0,0,0,0,0
399-3089,1,1,13,0,0,0,0,0,0,0,0,1,0
365-2192,0,0,0,0,0,0,0,0,0,0,0,0,0
394-3051,1,1,11,0,0,0,0,0,0,1,0,0,0
357-2429,2,1,11,0,0,0,0,1,0,0,0,0,0
421-6268,2,0,0,0,0,0,0,0,0,0,0,0,0
401-5915,0,0,0,0,0,0,0,0,0,0,0,0,0
348-6057,1,1,17,0,0,0,0,0,0,0,0,0,1
349-3843,3,1,14,0,0,0,0,1,0,0,0,0,0
396-5561,2,1,29,0,0,0,0,0,0,1,0,0,0
370-9622,3,0,0,0,0,0,0,0,0,0,0,0,0
371-9602,2,0,0,0,0,0,0,0,0,0,0,0,0
351-2815,2,0,0,0,0,0,0,0,0,0,0,0,0
369-8703,0,0,0,0,0,0,0,0,0,0,0,0,0
355-2840,5,3,69,0,2,0,1,0,0,0,0,0,0
372-1115,1,1,19,0,0,1,0,0,0,0,0,0,0
337-2986,1,1,23,0,0,0,1,0,0,0,0,0,0
404-3238,1,1,21,0,0,0,0,0,1,0,0,0,0
397-4968,1,1,10,0,1,0,0,0,0,0,0,0,0
327-1058,0,0,0,0,0,0,0,0,0,0,0,0,0
419-9509,1,1,18,0,0,0,0,0,0,1,0,0,0
349-7282,3,0,0,0,0,0,0,0,0,0,0,0,0
382-5743,0,0,0,0,0,0,0,0,0,0,0,0,0
358-2694,1,1,12,0,0,0,0,0,0,0,0,0,1
378-1884,3,2,43,0,0,0,0,1,1,0,0,0,0
330-1627,2,2,11,0,0,1,0,1,0,0,0,0,0
392-5716,1,1,17,0,0,0,0,0,0,0,0,0,1
384-6132,1,1,14,0,0,0,0,0,0,0,1,0,0
359-2740,0,0,0,0,0,0,0,0,0,0,0,0,0
338-6714,5,1,29,0,0,0,0,0,1,0,0,0,0
347-9968,1,1,15,0,0,0,0,0,0,0,1,0,0
343-3399,3,2,32,2,0,0,0,0,0,0,0,0,0
334-6129,0,0,0,0,0,0,0,0,0,0,0,0,0
377-4975,4,3,88,1,0,0,0,1,1,0,0,0,0
405-3533,0,0,0,0,0,0,0,0,0,0,0,0,0
337-9326,0,0,0,0,0,0,0,0,0,0,0,0,0
338-6556,0,0,0,0,0,0,0,0,0,0,0,0,0
354-3040,2,1,11,1,0,0,0,0,0,0,0,0,0
396-1278,0,0,0,0,0,0,0,0,0,0,0,0,0
354-6810,1,1,11,0,0,0,0,1,0,0,0,0,0
403-6237,1,1,1,0,0,0,0,0,0,1,0,0,0
411-6823,2,1,26,0,0,1,0,0,0,0,0,0,0
338-1400,3,2,27,0,0,0,0,1,0,0,1,0,0
412-6245,2,1,14,0,0,0,0,0,0,0,0,0,1
377-3417,2,2,35,0,0,0,0,0,0,0,1,1,0
343-2597,1,1,8,0,0,0,1,0,0,0,0,0,0
388-8282,1,1,11,0,0,0,0,0,0,1,0,0,0
416-8394,1,1,11,0,0,0,0,0,0,1,0,0,0
343-6643,1,1,11,0,0,0,0,1,0,0,0,0,0
330-4364,2,0,0,0,0,0,0,0,0,0,0,0,0
414-1537,0,0,0,0,0,0,0,0,0,0,0,0,0
408-1913,3,1,10,0,0,1,0,0,0,0,0,0,0
406-5532,3,1,35,1,0,0,0,0,0,0,0,0,0
417-7722,1,1,16,1,0,0,0,0,0,0,0,0,0
367-5226,2,1,16,0,0,1,0,0,0,0,0,0,0
344-5766,1,1,19,0,0,0,1,0,0,0,0,0,0
405-1370,2,0,0,0,0,0,0,0,0,0,0,0,0
368-9073,2,1,5,1,0,0,0,0,0,0,0,0,0
373-7974,2,2,40,0,1,0,0,0,0,0,1,0,0
371-4633,3,1,26,0,0,0,0,1,0,0,0,0,0
336-4960,1,1,3,0,0,0,0,0,1,0,0,0,0
405-5083,1,1,13,0,0,1,0,0,0,0,0,0,0
392-1105,1,1,12,1,0,0,0,0,0,0,0,0,0
378-2397,2,0,0,0,0,0,0,0,0,0,0,0,0
331-4184,2,1,15,0,0,0,0,0,0,0,0,1,0
376-2408,2,2,20,0,0,1,0,0,0,0,1,0,0
345-3614,4,2,69,0,0,0,0,1,0,0,0,0,1
370-9296,1,1,15,0,0,0,0,0,0,1,0,0,0
402-5076,3,0,0,0,0,0,0,0,0,0,0,0,0
401-7334,3,1,26,0,0,0,0,0,0,0,0,1,0
409-3428,1,1,23,0,0,0,0,0,0,0,0,0,1
362-2067,0,0,0,0,0,0,0,0,0,0,0,0,0
352-2270,0,0,0,0,0,0,0,0,0,0,0,0,0
404-5840,4,2,30,0,0,0,0,0,0,0,1,0,1
360-3126,1,1,19,0,0,0,0,0,1,0,0,0,0
364-8731,1,1,24,0,0,0,0,0,1,0,0,0,0
388-4331,0,0,0,0,0,0,0,0,0,0,0,0,0
335-7324,1,1,14,0,0,0,0,0,0,1,0,0,0
362-8886,1,1,2,0,0,0,0,0,0,0,0,1,0
410-4882,0,0,0,0,0,0,0,0,0,0,0,0,0
371-1139,1,1,12,0,0,0,0,0,0,0,0,1,0
391-5516,1,1,3,0,1,0,0,0,0,0,0,0,0
380-3186,1,1,7,0,0,0,0,0,0,0,1,0,0
347-9995,1,1,14,0,1,0,0,0,0,0,0,0,0
340-9013,1,1,23,0,0,0,0,0,0,0,0,1,0
362-8378,2,1,9,0,1,0,0,0,0,0,0,0,0
418-8969,1,1,8,0,0,0,1,0,0,0,0,0,0
417-1488,0,0,0,0,0,0,0,0,0,0,0,0,0
358-9898,1,1,12,0,0,0,0,0,0,0,0,0,1
373-7308,2,2,21,1,0,0,0,0,0,1,0,0,0
330-7137,4,3,79,0,0,0,0,2,1,0,0,0,0
406-8445,2,1,27,0,0,0,0,1,0,0,0,0,0
404-5283,1,1,6,0,0,0,0,0,0,0,0,0,1
398-3632,4,3,69,0,1,2,0,0,0,0,0,0,0
399-5763,1,1,21,0,0,1,0,0,0,0,0,0,0
340-9449,4,2,39,0,0,1,0,0,0,0,0,0,1
363-1123,2,2,44,0,0,1,1,0,0,0,0,0,0
361-2170,2,0,0,0,0,0,0,0,0,0,0,0,0
406-6304,2,2,44,0,1,0,0,0,0,0,1,0,0
392-5090,1,1,3,0,0,0,0,0,0,1,0,0,0
373-7713,1,1,21,0,0,0,0,0,1,0,0,0,0
392-1376,0,0,0,0,0,0,0,0,0,0,0,0,0
390-6388,0,0,0,0,0,0,0,0,0,0,0,0,0
379-7290,1,1,13,0,0,0,0,0,1,0,0,0,0
397-9928,2,1,8,0,1,0,0,0,0,0,0,0,0
378-6924,3,1,8,0,1,0,0,0,0,0,0,0,0
411-5677,4,2,26,0,0,0,0,0,0,0,0,1,1
400-2738,3,3,40,0,0,0,1,1,0,1,0,0,0
409-1856,4,2,29,0,0,0,1,0,0,0,0,0,1
362-5899,5,2,70,1,0,1,0,0,0,0,0,0,0
377-1164,1,1,1,0,0,0,0,0,0,0,1,0,0
368-8555,2,2,28,0,1,0,0,0,0,0,1,0,0
347-6812,1,1,7,0,0,0,0,0,1,0,0,0,0
348-3830,2,1,26,0,1,0,0,0,0,0,0,0,0
414-4276,2,1,7,0,0,0,1,0,0,0,0,0,0
370-3271,3,2,40,0,0,0,1,0,0,1,0,0,0
328-8230,2,0,0,0,0,0,0,0,0,0,0,0,0
364-6381,2,1,15,0,0,0,1,0,0,0,0,0,0
400-4344,0,0,0,0,0,0,0,0,0,0,0,0,0
