international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,phone number
no,no,0.055,0.014,0,128.6,115,216.2,88,255.3,96,6.3,2,384-3413
no,no,0.007,0.004,0,233.3,65,209.8,93,210.6,109,9.1,4,367-3950
no,no,0.008,0.012,0,182.1,106,134.9,106,152.3,75,10,3,396-4254
no,yes,0.05,0.038,36,168,81,163.2,125,172.7,120,8,2,333-3010
no,no,0.016,0.007,0,251.6,88,175.1,103,184.4,112,5.4,5,393-1891
no,yes,0.016,0.006,30,183.8,102,183.4,123,235,52,11.6,7,336-9053
no,no,0.012,0.022,0,256.4,44,214.5,105,233.7,75,7.9,1,353-3372
no,no,0.001,0.008,0,180.2,134,97.7,85,181.7,134,8.4,3,386-8943
no,no,0.013,0.005,0,227.8,81,161.8,97,217,106,8,5,376-9716
no,yes,0.02,0.011,20,147.8,132,276.8,94,149.9,110,10.2,6,370-8676
no,no,0.054,0.028,0,234.9,136,270.8,134,219.3,101,13.9,2,360-2329
no,no,0.014,0.012,0,110.9,54,213.4,82,186.2,116,7.9,2,360-1320
no,yes,0.003,0.01,22,124.5,94,231.7,90,222.2,108,6.4,12,329-8638
yes,no,0.044,0.014,0,233.5,81,187.7,71,122.3,97,9.6,2,385-1118
no,yes,0.049,0.032,35,197.3,134,141.1,99,212.1,90,10.1,4,408-8269
no,no,0.005,0.004,0,58.2,96,202.1,126,210.5,97,10.4,5,391-2334
no,no,0.01,0,0,212.7,72,225.2,90,195.1,99,7,6,373-8900
no,no,0.007,0.005,0,151.5,89,131.7,78,235.3,131,11.8,4,382-3512
yes,no,0.01,0.007,0,146.3,117,218.7,93,236,97,11.5,5,420-4089
no,no,0.02,0.002,0,195.1,100,148.8,95,224.5,117,6.7,2,406-8465
no,no,0.001,0.003,0,208.9,71,214.8,92,247.9,108,13,5,386-6114
no,no,0.058,0.01,0,135.7,107,208.4,103,209,95,8.8,3,413-9328
no,no,0.022,0.026,0,225.9,86,275.6,105,201.4,108,14.3,3,335-7144
no,no,0.009,0.008,0,122.2,67,167.2,62,194.8,98,9.7,6,414-5177
no,no,0.001,0.012,0,153.3,106,224.5,117,273.4,152,8.9,5,350-5993
no,no,0.01,0.006,0,214,117,192.4,89,242.6,99,7.9,4,370-1465
no,no,0.019,0,0,194.8,112,167.2,85,100.3,61,10.8,6,385-2370
no,no,0.009,0.004,0,206.7,87,281.1,83,158.5,77,11,5,358-9146
no,yes,0.012,0.012,12,188,105,151.3,107,201.9,132,10.5,3,357-8515
yes,no,0.066,0.025,0,122.3,83,118.8,94,147.9,95,13.7,3,406-8995
no,no,0.017,0.011,0,259.3,96,175.2,97,222.4,36,12,5,344-3145
yes,no,0.013,0.01,0,115.1,114,211.3,70,136.1,85,13.8,3,341-9890
no,yes,0.002,0.005,28,172.9,109,137.6,94,203.8,109,8.3,6,365-4387
yes,no,0.02,0.002,0,156.4,116,130.4,114,207.3,109,7.3,5,375-3341
no,yes,0.009,0,24,128.1,104,143.4,127,191,98,11.6,3,418-3096
no,no,0.011,0.004,0,196.6,73,170.2,79,194.3,79,12.5,3,378-3879
no,no,0.045,0.031,0,227.9,130,302.6,71,191.5,82,5.5,7,344-1362
no,yes,0.013,0.002,31,194.9,63,191.6,90,153,129,13.2,2,419-3937
no,yes,0.003,0.009,34,44.9,63,134.2,82,168.4,118,13.3,3,348-4961
no,yes,0.003,0.009,30,262.8,114,215.8,130,154.8,88,7.8,2,329-1410
no,no,0.003,0.009,0,211.2,70,252.7,122,225.8,104,12.3,3,332-9896
no,no,0.013,0.011,0,204,69,225.1,110,240.3,85,9.6,5,407-8575
no,no,0.02,0.015,0,223.2,109,127.5,86,289.3,83,14.5,4,387-2799
no,no,0.011,0.008,0,119,82,187.5,108,189.3,97,11.5,3,373-9108
no,no,0.027,0.032,0,266.1,91,225.2,79,224.7,58,8.9,8,345-3947
no,no,0.017,0,0,134.4,104,152.4,95,236.5,80,9.4,3,356-7511
no,no,0.002,0.012,0,171.1,78,257.2,83,91.6,92,16.2,3,343-4516
no,no,0.014,0.003,0,170.5,103,254.3,77,197.3,138,10.5,2,408-6305
no,no,0.019,0.008,0,178.5,124,146.9,141,217.1,102,9.9,7,338-7305
no,no,0.008,0.004,0,205.2,145,154.8,95,191.4,77,14.1,5,401-3077
no,yes,0.006,0.003,31,232.8,97,183.5,111,206.8,111,13,2,401-6977
no,yes,0.005,0,39,239.9,107,253.8,77,128.7,85,6.7,3,385-1464
no,no,0.005,0.003,0,55.6,97,288.7,83,111.2,110,12.1,3,417-5034
no,yes,0.015,0.006,37,153.5,78,241.9,108,244.7,110,10.6,3,420-7066
no,no,0.013,0.004,0,109.8,100,189.6,104,206.7,85,11.1,3,394-8256
no,no,0.013,0.014,0,196.1,89,185.5,87,250,132,5.2,6,362-5044
no,no,0.001,0.007,0,166.8,127,143.5,121,210.7,130,11.8,4,350-2075
no,yes,0.017,0.004,25,113.2,96,269.9,107,229.1,87,7.1,7,343-5372
no,no,0.009,0.012,0,203,92,150.9,125,245.5,131,14.6,9,377-9520
no,no,0.01,0.013,0,242.8,90,234.1,80,211.5,104,6,3,391-6773
no,no,0.004,0.007,0,156.5,102,140.2,134,227.4,111,12.2,2,403-4442
no,no,0.034,0.014,0,266.7,105,158.2,88,287.7,111,13.8,3,379-5885
no,yes,0.008,0.008,23,182,80,216.1,85,156.9,82,9.8,4,399-1021
no,no,0.013,0.003,0,85.9,92,193.9,127,231.5,93,10.1,2,342-4004
no,yes,0.016,0.003,33,146.6,87,114.8,59,220.4,99,2.9,7,382-7659
no,yes,0.006,0.028,35,110.5,101,208.3,81,87.4,77,13.9,2,342-1004
no,no,0.015,0.012,0,118.6,89,199.6,97,53.3,61,11.5,5,398-5851
no,yes,0.004,0,22,197.6,105,80,86,120.8,82,15.6,12,396-4869
no,yes,0.018,0.008,32,210.3,116,192.2,83,246.1,92,10.8,4,422-8333
no,yes,0.013,0.007,28,220.3,96,285.8,72,203,111,9.4,6,367-9127
no,no,0.013,0.008,0,150,98,232.4,101,261.2,123,12.5,6,420-3028
no,yes,0.002,0.004,34,161.7,114,207.6,115,205.7,114,9.2,4,357-6348
no,no,0.011,0.008,0,191.4,116,167.4,99,216.5,112,14,5,386-1131
yes,no,0.003,0.016,0,146.7,83,148.3,91,238.6,69,12.5,3,349-8391
no,no,0.014,0.016,0,109.4,103,101.3,111,167.3,106,7.8,7,421-1484
no,no,0.019,0.009,0,144.1,115,249.8,68,211.4,82,13.6,3,414-2663
no,yes,0.004,0.01,42,248.9,93,170.8,108,104.5,91,11.2,8,327-6989
no,no,0.068,0.029,0,85.7,112,221.6,70,190.6,75,11.6,3,405-5513
no,no,0.014,0.01,0,214.8,112,209.7,104,164.4,97,9.4,5,345-9168
no,no,0.016,0.005,0,158.9,137,242.8,109,247.8,97,6.5,4,417-5146
no,yes,0.016,0.011,28,110,94,141.5,76,237.3,87,6.4,3,339-2792
no,no,0.007,0.01,0,152.8,145,183.6,102,151.8,75,10.5,2,345-8397
no,no,0.019,0.003,0,145.6,103,197.1,137,294.5,83,10.5,4,344-6404
no,no,0.006,0.005,0,93.3,83,199.6,114,206.2,104,6.5,4,417-9455
no,no,0.009,0.015,0,216.8,134,187.8,106,138.1,108,8.3,2,343-1009
no,no,0.015,0.002,0,201.9,101,154.7,78,164.4,79,9,2,365-3493
no,no,0.006,0.001,0,146.4,81,225.1,80,230.1,117,8.5,2,376-7043
no,no,0.056,0.034,0,272.7,74,224.9,85,178.2,104,10.5,3,348-5728
no,no,0.003,0.003,0,18.9,92,258.4,81,109.6,74,14.8,4,357-5784
no,no,0.02,0.008,0,172.8,81,193.4,90,89.6,107,12.8,5,417-9844
no,no,0.006,0.008,0,190.2,119,157.1,70,181.5,120,14,6,333-7225
no,no,0.005,0.006,0,130.6,83,208.1,144,204.6,72,15.6,3,382-4943
no,no,0.042,0.016,0,158.4,92,188,117,219.7,125,13.5,4,345-4589
no,no,0.019,0.016,0,166.5,111,236.2,98,205.6,92,15.6,2,404-6337
no,no,0.004,0.014,0,129.3,103,202.8,89,233,126,12.9,2,412-1470
no,no,0.01,0.016,0,199.3,112,193.4,120,254.4,117,7,10,394-9220
no,no,0.005,0.004,0,185.1,126,233,98,152.2,106,9.1,7,364-5362
no,no,0.013,0.014,0,175.4,80,197.4,127,188.2,102,9.7,2,372-9852
no,no,0.008,0.012,0,263.4,123,151.9,74,218.5,101,10.7,2,394-9984
no,no,0.019,0.011,0,94.2,108,264.1,100,203.7,79,7.3,3,402-1668
no,no,0,0.014,0,189.4,83,219,89,168,116,7.1,8,339-5659
no,yes,0.007,0.013,35,118,103,167.2,106,205.7,102,11.8,2,341-7279
no,no,0.006,0,0,212.1,98,189.4,89,352.2,95,8.4,5,371-3236
no,no,0.018,0.013,0,222,93,187,103,282.3,124,12.4,6,343-5679
no,yes,0,0,31,222.8,98,180.5,105,151.3,101,13,4,347-4626
no,yes,0.02,0.012,25,190,137,116.6,76,141.5,110,12.2,2,344-8498
no,no,0.011,0.016,0,271.8,129,237.2,128,210.1,91,8.7,2,349-3005
no,yes,0.013,0.009,29,195.4,83,268.2,93,168,95,8.4,6,371-3498
no,no,0.009,0.014,0,199.6,93,214.3,99,196.8,110,7.2,5,367-4853
no,no,0.011,0.004,0,100,98,173.5,95,218,122,10.1,4,422-3454
no,yes,0.015,0.005,21,160.6,85,223.1,79,124,92,9.5,1,403-8915
no,yes,0.017,0.002,26,158.7,91,160.5,127,218.3,88,9.9,3,371-2418
no,no,0.023,0.017,0,154.5,122,214.2,71,178,105,12,2,411-2977
no,yes,0.02,0.014,34,192.3,114,129.3,114,136.3,102,6.3,12,389-8163
no,no,0.055,0.033,0,305.1,106,188,115,235.4,116,8.5,5,417-4456
no,yes,0.02,0.002,38,193,106,153.6,106,260.4,87,7.4,5,351-1894
no,no,0.004,0.01,0,72.5,88,204,112,117.9,118,6.6,3,386-6408
no,yes,0.001,0.01,40,105.2,61,341.3,79,165.7,97,6.3,3,370-9592
no,no,0.003,0.015,0,180.5,88,134.7,102,170.7,97,10,3,397-9251
no,yes,0.011,0.015,29,214.7,86,314.3,109,280.2,110,14.3,2,395-6913
no,no,0.019,0,0,86.8,95,108.1,85,204.3,87,13.2,3,332-3804
no,no,0.013,0.013,0,131.5,99,174.8,128,184.2,83,7.9,2,421-1326
no,no,0.015,0.01,0,135.4,102,237.1,122,118.3,91,17.5,4,415-8200
no,no,0.004,0.013,0,174.3,85,254.1,95,176.4,96,5.9,3,371-9414
no,no,0.014,0.005,0,203.9,63,191.8,93,132.5,125,12.1,4,347-3895
no,no,0.005,0.003,0,235.5,108,142.3,143,316.7,131,12.5,5,342-5854
no,no,0.014,0.015,0,157,113,256.9,97,185.5,126,12.1,2,379-7192
yes,no,0.014,0.001,0,111.9,55,223,124,243.2,81,10,7,394-5753
yes,no,0.016,0.008,0,236.3,91,152.8,130,160.3,98,11.2,8,390-6932
no,no,0.016,0.002,0,163.6,88,283.4,93,262.1,108,8.6,9,394-3171
no,yes,0.001,0.009,29,213.6,127,175.9,82,207.2,100,8.9,3,394-5202
no,yes,0.007,0.016,30,143.4,72,170,92,127.9,68,9.4,4,348-3777
no,no,0.013,0.009,0,78.3,119,198.2,94,248.5,94,12.1,4,407-3949
no,no,0.008,0.013,0,97.1,98,228,131,240,111,10.6,3,363-4779
no,no,0.02,0.005,0,94.1,93,147.6,80,213.5,85,10.1,2,340-2239
no,no,0.047,0.032,0,226.3,95,274.3,109,242.7,119,8.2,3,359-3423
no,no,0,0.004,0,133.8,61,158.8,96,189.6,92,10.5,2,382-9297
no,yes,0.008,0.007,27,190.3,93,249,127,215.7,82,10.6,4,330-9294
no,yes,0.014,0.009,36,294.9,106,165.7,115,189.2,63,9.8,5,362-8763
no,no,0.01,0.001,0,185.4,114,191.4,119,144,78,10,11,403-4816
no,no,0.005,0.016,0,179.5,121,191.9,131,165.5,125,12,4,371-2155
no,no,0.02,0.006,0,158,94,207.9,100,190.4,120,10.1,10,334-1339
no,no,0.012,0.009,0,173,131,190.4,108,290,66,10.4,2,341-7412
no,yes,0.009,0.012,32,134.2,101,211.9,145,167.6,138,8.2,5,375-4770
no,yes,0.007,0.015,32,125.2,123,230.9,101,192,106,12.6,9,406-7643
no,no,0.012,0.008,0,195.9,111,227,108,313.2,113,13.2,1,415-8164
no,yes,0.003,0.013,13,214.2,61,181.2,88,174,68,10.3,2,354-3545
no,no,0.014,0.009,0,221.1,101,236.7,65,252.3,137,9.5,1,377-3139
no,yes,0.012,0.012,26,132,100,173.3,121,203.5,108,11.6,5,418-7478
no,no,0.005,0.015,0,157.6,92,198.3,87,364.9,106,9.1,4,385-6952
no,yes,0.014,0.013,30,110.3,71,182.4,108,183.8,88,11,8,381-8593
yes,no,0.02,0.005,0,161.5,121,192.9,137,168.3,96,11.2,13,365-9371
no,yes,0.017,0.01,28,171.8,116,240.7,125,245.5,80,10.6,7,401-7335
no,yes,0.009,0.009,32,211,99,155.1,89,234.8,96,11.4,5,364-5126
no,no,0.053,0.033,0,139.3,89,192.3,95,151,75,9.3,3,385-7157
no,no,0.025,0.027,0,291.6,99,221.1,93,229.2,110,14,9,385-4766
no,no,0.011,0.006,0,139,110,132.9,93,272,120,12.1,1,390-1760
no,no,0.002,0.008,0,234.8,125,199.2,99,163.2,88,10,1,365-8831
no,no,0.007,0.013,0,187.6,83,201.4,81,264.2,79,8.8,1,353-4002
no,no,0.005,0.006,0,159.8,143,210.1,93,175.1,86,13.1,7,367-5923
no,yes,0.007,0.008,33,177.1,100,194,85,253.4,124,5.2,5,393-9548
no,no,0.015,0.015,0,117.9,101,160.4,92,235.3,150,11.4,10,362-2356
no,yes,0.011,0,21,247.6,95,256.3,150,158.6,72,10.8,6,365-2341
no,no,0.007,0.002,0,169.9,77,138.3,155,142.6,105,8.5,7,388-8797
no,no,0.015,0.005,0,185,120,203.7,129,170.5,89,14.1,3,400-4713
no,yes,0.017,0.016,17,204.9,84,201,102,219.7,97,11.3,5,420-3042
no,yes,0.004,0.001,24,225.5,119,182,108,270.9,106,9.4,2,396-4171
no,no,0.008,0.026,0,169.7,115,141.4,123,253,115,10.5,3,389-8417
no,no,0.016,0.015,0,239.3,102,223.4,127,251.4,104,10.6,6,339-4068
no,no,0.023,0.01,0,113.3,96,197.9,89,284.5,93,11.7,2,341-4873
no,no,0.018,0.013,0,161.9,100,230.1,138,148.8,78,10.2,11,336-2322
no,yes,0.005,0.005,16,133.3,110,185.7,111,161.5,113,5.6,4,402-1607
no,yes,0.018,0.012,25,170.7,88,109.9,113,165.7,99,8.7,1,379-3037
no,no,0.004,0.002,0,189.7,76,156.1,65,244,91,8.3,3,382-1399
no,no,0.032,0.013,0,322.3,100,230.4,135,241.5,104,7.8,5,394-5489
no,no,0.014,0.012,0,124.4,74,320.9,78,157.2,126,10.4,4,387-6065
no,no,0.019,0.008,0,146.9,94,114.3,111,114.5,97,11.4,5,327-6087
no,no,0.013,0.014,0,192.6,123,206.4,105,283.2,93,10.8,3,341-8667
no,yes,0.01,0.016,36,96.3,83,179.6,91,166.3,121,10.3,2,338-9612
no,no,0.013,0.011,0,131.9,96,167.6,107,205.9,106,14.7,5,364-1134
no,no,0.001,0.013,0,147.2,121,175.2,87,136.3,80,13.3,3,413-4811
no,no,0.014,0,0,143.1,139,239.6,88,221.7,123,7.1,5,354-4333
no,no,0.007,0.001,0,280.4,127,179.4,79,150.6,77,15.2,6,382-2026
no,yes,0.015,0.012,31,237.2,85,213.1,100,192.7,87,10.7,4,368-3287
no,no,0.007,0.012,0,184.2,95,181.6,101,143.4,113,12.8,4,367-8298
no,no,0.007,0.011,0,109.1,141,187.1,140,216.6,100,10,4,391-1783
no,no,0.058,0.014,0,138.1,115,158.2,82,215.7,118,10.3,2,393-8762
no,no,0.007,0.002,0,186.8,94,207.6,92,195,98,8.8,4,385-1423
no,no,0.017,0.011,0,155.4,112,290.9,92,228.4,91,13.9,5,406-7670
no,no,0.012,0.01,0,245.3,91,122.9,130,228.4,102,8.5,4,339-5423
yes,no,0.053,0.032,0,205.9,97,277.4,117,202,139,11,2,366-8939
no,no,0.003,0.005,0,207.2,138,214.1,83,193,105,11.9,4,353-2391
no,yes,0.02,0.016,14,151.5,100,248.7,126,199.8,120,10.7,5,372-4203
no,no,0.01,0.024,0,221.9,112,278.2,122,288.1,85,7.1,5,385-5688
no,no,0.02,0.005,0,190,100,246.6,78,304.2,107,9.5,4,397-7453
no,no,0.005,0.008,0,220.8,111,156.2,67,187.9,89,10.5,4,366-9015
no,yes,0,0.011,47,173.7,117,204,114,174.6,94,6.3,3,356-1654
no,no,0.017,0.011,0,114.8,94,150,104,268.6,119,9.6,4,337-3932
no,no,0.006,0.011,0,113.8,97,192.3,97,214.9,89,10.4,1,350-1126
yes,no,0.026,0.02,0,143.2,60,179.5,159,171.8,122,6.2,4,416-3649
no,no,0.005,0.007,0,184.4,111,203.8,110,237.4,100,9.3,5,349-1726
no,no,0.016,0.009,0,227.4,67,248,115,61.4,109,7.8,6,405-1589
no,no,0.009,0.003,0,224,99,210.7,80,231.9,75,2.1,5,366-7560
no,no,0.004,0.012,0,216.2,95,185.7,105,300,143,10,5,333-9643
no,no,0.002,0.008,0,129.9,121,230.1,105,140.5,123,13.3,3,355-6422
no,yes,0.013,0.015,30,230.1,108,287.6,76,177.1,85,6.9,3,329-5400
no,no,0.005,0.014,0,204.4,97,273.2,128,179.6,118,11,5,383-6356
no,yes,0.002,0.003,44,216.6,101,173.1,98,242.1,95,9.1,3,377-7276
no,no,0.049,0.028,0,247.5,85,225.4,93,244.3,132,10.2,2,337-1586
no,no,0.009,0.007,0,228.1,93,136.4,106,197.3,107,9,2,336-9273
no,no,0.019,0.023,0,225.9,110,299.1,86,251.3,81,11.2,4,415-5476
no,no,0.056,0.019,0,103.5,115,117.9,102,201,94,12,3,332-2650
no,no,0,0,0,115.5,70,252.2,143,208.9,91,7.5,6,418-8257
no,no,0.005,0.014,0,218.8,125,148.3,102,277.8,97,9.7,6,407-3121
no,no,0.012,0.005,0,223.8,67,244.8,74,223.8,156,12.3,5,381-2413
no,no,0.019,0.014,0,143.8,71,184,131,275.5,132,12.9,4,378-1144
no,yes,0.019,0.014,43,29.9,123,129.1,117,325.9,105,8.6,6,359-5091
no,yes,0.005,0.005,28,276.7,121,203.7,99,246.2,88,8.3,3,378-6986
no,no,0.017,0,0,141.4,128,146.4,70,123,75,8.1,4,386-6580
no,yes,0.003,0.01,41,153.9,102,140.7,117,217.7,101,12.8,5,419-9713
no,no,0.01,0,0,190.5,128,205.5,103,130.7,63,13.8,5,382-6153
no,no,0.009,0.014,0,192.6,102,178.9,118,214.6,74,9.4,4,332-1690
yes,no,0.012,0.004,0,151.8,115,103.6,116,156.3,86,12.2,4,348-9383
no,no,0.008,0.012,0,215.6,74,192.9,98,144,103,10.1,4,420-3857
no,no,0.007,0.008,0,180,100,229,103,139.4,105,7.8,8,405-2653
no,no,0.007,0.011,0,157.3,116,197.5,77,128.2,111,8.4,4,417-9278
no,no,0.015,0,0,196.5,88,158.6,129,269.3,118,6.8,3,352-5663
no,no,0.005,0,0,240.3,130,162.5,83,231.9,136,11.9,3,370-8786
no,no,0.02,0,0,193.3,126,154.7,85,174.8,98,9.4,6,415-6333
no,yes,0.019,0.013,39,211.9,40,274.4,76,210.5,139,5.4,4,391-6558
yes,no,0.017,0.016,0,218.7,111,155.6,133,277.4,62,8.2,5,396-4234
yes,no,0.031,0.011,0,246.8,110,206.3,63,208.4,123,13.2,5,345-6961
no,no,0.031,0.018,0,174.7,151,148,56,168.2,109,15.8,3,346-5992
no,no,0.045,0.015,0,240,83,134.1,106,189.1,84,9.3,2,402-3908
no,yes,0.005,0.004,37,181.2,76,177.6,98,228,136,5,3,350-2340
no,no,0.003,0.001,0,113.7,67,165.1,127,141.5,142,10.8,3,410-2015
no,yes,0.001,0.011,41,174.7,86,160.6,93,155.3,108,13.4,1,380-3311
no,yes,0.005,0.007,29,211.1,89,223.5,97,148.4,106,9.7,9,399-7029
no,no,0.006,0.013,0,169.3,108,178.6,91,242.3,82,12.2,3,337-3868
no,no,0.013,0.007,0,247.4,107,175.9,76,287.4,90,11.3,2,354-8088
no,yes,0.018,0.006,32,131.2,63,227.4,125,178.9,105,12.8,2,416-9723
no,no,0.003,0,0,161.4,84,163.6,88,153.2,121,11.8,5,337-4403
yes,no,0.001,0.001,0,107.2,98,86.8,122,156.2,117,9.7,4,416-1536
no,yes,0.005,0.008,32,211.9,120,202.9,136,213.5,95,8.8,5,386-3796
no,no,0.01,0.004,0,160.4,120,285.9,104,182.5,85,6.9,4,340-4989
no,yes,0.002,0.014,40,230.7,101,256.8,88,263.9,92,6.4,3,340-6221
no,no,0,0.01,0,232.6,96,253.4,117,154,101,10.5,9,363-3469
no,no,0.053,0.025,0,294.7,90,294.6,72,260.1,121,10.8,3,345-3787
no,no,0.01,0.013,0,133.4,107,223.9,117,180.4,85,10.2,13,362-3107
no,yes,0.001,0.015,22,306.2,123,189.7,83,240.3,107,11.7,2,345-1994
no,no,0.011,0,0,236.8,135,186.4,87,126.9,112,10.4,5,377-5417
yes,yes,0.003,0.017,24,125.7,92,275.9,98,214.5,108,14.2,6,369-8574
yes,no,0.019,0.016,0,168.4,114,276,127,196.2,48,11.4,3,344-6847
no,no,0.005,0.004,0,70.9,134,134.5,112,168.8,164,12,6,391-7528
no,yes,0.006,0.007,38,105,86,121.8,123,221.5,122,3.7,4,393-6053
no,no,0.016,0.004,0,152.1,141,215.5,107,262.4,111,12,7,392-6286
yes,no,0.014,0.014,0,180.9,79,194.9,83,197.8,109,8.8,9,365-9079
no,yes,0.015,0.013,31,156.6,84,161.5,96,294.6,107,9.4,6,399-3089
no,yes,0.018,0.005,24,180.5,85,224.1,92,205.7,103,2.4,3,365-2192
no,yes,0.01,0.006,30,238.8,100,230,121,206.3,66,13.2,8,394-3051
no,yes,0.014,0.016,18,182.1,66,213.6,65,193,108,13.4,9,357-2429
no,yes,0.001,0.015,35,139.6,72,332.8,170,213.8,105,8.8,2,421-6268
no,yes,0.011,0.007,12,200.3,76,253.6,105,149.3,93,10.2,5,401-5915
no,no,0.003,0.016,0,153.5,94,251.7,118,182.2,99,8.5,6,348-6057
yes,yes,0.016,0.014,29,128.2,119,171.7,83,250.9,114,11.7,6,349-3843
no,no,0.001,0.009,0,159.5,145,202.3,101,256,96,16.7,2,396-5561
no,no,0.021,0.018,0,226.4,101,276.8,60,213.4,82,12.3,4,370-9622
no,no,0.018,0.01,0,251.9,81,194.6,96,211.2,87,8.4,3,371-9602
no,no,0.02,0.029,0,264.5,117,194,111,262.7,111,7.5,4,351-2815
no,no,0.013,0.008,0,153.7,105,188.6,87,200.8,95,10.7,2,369-8703
no,no,0.012,0.007,0,232.1,81,210.8,101,165.4,87,15,6,355-2840
no,no,0.018,0.005,0,201.9,86,212.3,96,176.9,98,7.8,10,372-1115
no,no,0.006,0.006,0,186.9,79,182.6,105,143.1,90,4.2,14,337-2986
no,yes,0,0.016,27,196.6,89,180.6,95,245,83,6.6,5,404-3238
no,no,0,0.011,0,232.1,102,168.2,110,197.3,120,9.9,3,397-4968
no,no,0.006,0.004,0,166,79,74.6,100,247.9,74,6.3,7,327-1058
no,yes,0.013,0.01,28,200.6,96,164.1,111,169.6,153,2.5,5,419-9509
no,yes,0.003,0,25,141,101,212,85,175.2,138,4.9,2,349-7282
no,yes,0.017,0.005,34,245,95,216.9,66,112.4,125,7.5,8,382-5743
yes,no,0.019,0.002,0,140.8,140,228.6,119,152.9,88,10.9,7,358-2694
no,no,0.015,0.038,0,255.1,93,266.9,97,197.7,118,8.8,3,378-1884
no,yes,0.016,0.01,33,125,99,235.3,81,215.3,95,10.2,7,330-1627
no,no,0,0.008,0,180.6,65,280.4,99,292.4,105,5,3,392-5716
yes,no,0.007,0.01,0,248.7,118,172.3,73,191.9,87,11.3,2,384-6132
no,yes,0.019,0.001,30,178.1,111,236.7,109,264,118,8.4,2,359-2740
yes,no,0.048,0.03,0,122.2,112,131.7,94,169.5,106,10.3,9,338-6714
no,no,0.004,0.001,0,231.3,87,224.7,88,214.6,69,7.2,7,347-9968
no,no,0.005,0.006,0,111.2,101,122.1,94,180.8,85,12.6,2,343-3399
yes,yes,0.022,0.029,44,103.2,117,236.3,86,203.5,101,11.9,2,334-6129
no,no,0.002,0.031,0,138.4,104,158.9,122,47.4,73,3.9,9,377-4975
no,no,0.011,0.007,0,146.3,85,216.6,95,233,82,11.5,3,405-3533
no,no,0.005,0.01,0,206.3,66,241.1,109,227.8,102,11.7,6,337-9326
no,no,0.016,0.014,0,132,103,279.6,114,180,74,13.5,4,338-6556
no,no,0.007,0.016,0,274.6,105,161.1,121,194.4,123,9.2,4,354-3040
no,no,0.003,0.012,0,185.3,87,225.3,87,194.3,93,11.7,3,396-1278
no,yes,0.009,0.015,24,154.8,69,177.2,105,207.6,102,9,4,354-6810
no,yes,0.011,0.005,30,179.2,105,283.2,83,228.1,77,14.7,5,403-6237
yes,no,0.008,0.026,0,286.2,61,187.2,60,146.2,114,11,4,411-6823
no,no,0.002,0.016,0,268,115,153.6,106,232.3,65,17,1,338-1400
no,no,0.019,0.013,0,137.5,110,198.1,109,292.7,131,13.3,5,412-6245
no,no,0.001,0.001,0,243,115,191.8,91,117.8,93,13.4,5,377-3417
no,no,0.015,0.009,0,134.9,79,221.5,114,113.8,118,15,2,343-2597
no,no,0.013,0.01,0,234.2,76,216.7,108,130.6,122,13.9,2,388-8282
no,no,0,0.014,0,175.1,73,171.9,116,131.1,94,7.3,6,416-8394
no,no,0.007,0.013,0,142.2,107,262.4,84,139.2,99,10.1,5,343-6643
no,no,0.002,0.001,0,132.4,81,200.3,110,202.5,103,6,1,330-4364
no,yes,0.016,0.011,24,97.8,98,207.2,67,214.5,126,5.9,2,414-1537
no,no,0.064,0.023,0,266.9,83,229.7,74,251.7,99,11,6,408-1913
no,yes,0.007,0.012,33,155.2,139,268.3,79,186.4,71,9.7,4,406-5532
no,no,0.012,0.008,0,200.2,92,244.9,107,190.9,96,8.8,3,417-7722
no,no,0.004,0.03,0,289.1,100,233.8,97,223.5,148,12.7,2,367-5226
yes,no,0.014,0.006,0,198.4,121,249.5,104,162.8,115,10.5,5,344-5766
no,no,0.019,0.012,0,180.3,67,208,68,181.2,101,12.8,6,405-1370
no,no,0.02,0.01,0,86.3,84,238.7,99,238.4,79,12.5,1,368-9073
no,no,0.055,0.018,0,295,141,223.6,101,229.4,109,12.9,4,373-7974
no,no,0.02,0.009,0,240.9,108,167.4,91,322.2,109,14.7,8,371-4633
no,no,0.006,0.007,0,207.7,109,217.5,117,125.6,111,8,5,336-4960
no,yes,0.009,0.009,27,128.5,115,163.7,91,242.9,121,0,0,405-5083
no,yes,0.014,0.002,22,224.4,114,146,106,241.4,98,8.8,2,392-1105
no,no,0.003,0.006,0,164.9,115,126.5,96,238.5,125,10,9,378-2397
no,no,0.018,0,0,238,97,164.5,97,282.5,132,10.6,6,331-4184
no,yes,0.017,0.005,43,231,85,222.3,82,148,105,8.3,5,376-2408
no,no,0.058,0.014,0,107.3,140,238.2,133,271.8,116,10,3,345-3614
no,no,0.011,0.001,0,185,122,182.5,92,274.9,92,5.1,8,370-9296
no,yes,0.012,0.007,31,244.1,71,203.4,58,234,115,7.7,4,402-5076
no,no,0.016,0.01,0,238.4,96,246.5,130,198.4,117,12.4,4,401-7334
no,yes,0.003,0.005,27,141.1,109,224.7,94,174.3,122,13.2,2,409-3428
no,no,0,0.014,0,158.1,117,115.2,149,182.4,92,11.8,7,362-2067
no,yes,0.004,0.007,30,220.1,105,222.2,109,158.4,96,13.1,8,352-2270
